,loss,accuracy,val_loss,val_accuracy
0,1.8248825073242188,0.24958671629428864,1.8101853132247925,0.24922600388526917
1,1.813327670097351,0.2513776123523712,1.8101736307144165,0.24922600388526917
2,1.8123396635055542,0.2515498101711273,1.8102666139602661,0.24922600388526917
3,1.8128000497817993,0.2512742877006531,1.8091697692871094,0.24922600388526917
4,1.8125025033950806,0.251412034034729,1.8087308406829834,0.24922600388526917
5,1.8122637271881104,0.2513776123523712,1.808646321296692,0.24922600388526917
6,1.812112808227539,0.2512054145336151,1.8086613416671753,0.24922600388526917
7,1.812119960784912,0.2512742877006531,1.8071999549865723,0.24922600388526917
8,1.812084436416626,0.25134316086769104,1.8080593347549438,0.24922600388526917
9,1.8121240139007568,0.25134316086769104,1.8087635040283203,0.24922600388526917
